case_name,method,dataset,shots,seed,split,class_id,count,PM_logits_acc,MC_logits_MI,PM_logits_conf,PM_rep_acc,MC_rep_MI,PM_rep_conf,PM_fusion_acc,MC_fusion_MI,PM_fusion_conf
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,59,20,0.6,0.019308154284954072,0.7938133895397186,0.65,0.02522758810700907,0.9644490987062454,0.7,0.015077611478045583,0.8745788425207138
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,60,12,0.8333333333333334,0.014682591582338015,0.8662746747334799,0.75,0.025808322245211457,0.9363827655712763,0.9166666666666666,0.017874146753456444,0.8681024586160978
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,61,12,0.8333333333333334,0.013771332489947477,0.8941553259889284,0.8333333333333334,0.011799400754777404,0.9430701384941736,0.75,0.013516972733971974,0.9238821069399515
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,62,26,1.0,2.3496124553135953e-05,0.9995373579171988,1.0,3.5758759243237773e-06,0.999979901772279,1.0,1.4596182784141722e-06,0.999979032919957
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,63,10,1.0,0.00016750341933402524,0.9995964109897614,1.0,3.96199254282692e-05,0.9999382615089416,1.0,6.324846617644653e-06,0.9999693989753723
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,64,23,0.9565217391304348,0.007914166528043215,0.9713225882986317,1.0,0.004696326673658167,0.9927558069643767,1.0,0.008125531188536273,0.9659577724726304
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,65,16,1.0,0.0020190666800772306,0.9888226017355919,0.9375,0.006153537957334976,0.9809248074889183,1.0,0.004219200915940746,0.9828370846807957
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,66,10,1.0,0.0012468164786696434,0.9917384326457978,1.0,0.0021793300843910403,0.9967605173587799,1.0,0.0010766702820546926,0.9961643576622009
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,67,11,1.0,1.1315532571064647e-05,0.9999102841724049,1.0,2.0944588382834892e-07,0.9999996315349232,1.0,1.3285522196714406e-06,0.9999899864196777
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,68,14,1.0,0.00023256143322214484,0.9975577422550747,1.0,0.0001263819160937731,0.9995374977588654,1.0,7.773226492905192e-05,0.9991980067321232
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,69,11,1.0,4.2069788006219e-05,0.9989159378138456,1.0,2.0034443216652356e-05,0.9997860084880482,1.0,1.0675655423917554e-05,0.999668609012257
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,70,14,1.0,0.00020732597373093346,0.9953746667930058,1.0,0.0023494660942690515,0.9930310675076076,1.0,0.0001718464708184391,0.9963242028440747
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,71,16,1.0,0.00019031211559195071,0.9977510496973991,1.0,0.011388107386892443,0.9775120355188847,1.0,0.0003015328220499214,0.9985142797231674
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,72,10,0.9,0.010337059886660427,0.912074875831604,1.0,0.050840703855647006,0.8592414736747742,1.0,0.010531619773246348,0.9183024227619171
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,73,18,1.0,0.00021325971465557814,0.9974274701542325,0.9444444444444444,0.002178048331769686,0.9889980322784848,1.0,0.00041628193866927177,0.994286103381051
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,74,25,1.0,0.000444516409188509,0.9971587109565735,1.0,0.0005653238127706573,0.9989890527725219,1.0,0.0002940439572557807,0.9986696815490723
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,75,17,0.9411764705882353,0.006441206876736353,0.9471440806108362,0.9411764705882353,0.009655977249220835,0.9527846329352435,0.9411764705882353,0.004913184985258233,0.9666637918528389
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,76,15,1.0,6.697204856512448e-05,0.9991626501083374,1.0,2.838539292800609e-07,0.9999984741210938,1.0,3.6216818746955446e-06,0.9999554713567098
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,77,12,1.0,0.00014389883532809714,0.9943813532590866,1.0,0.00019910373324213046,0.9989405622084936,1.0,6.549602039740421e-05,0.9976549446582794
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,78,18,0.7222222222222222,0.024945851001474593,0.71633224023713,0.8333333333333334,0.03355584752797666,0.8966550959481133,0.7222222222222222,0.024329700817664463,0.8030989335642921
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,79,11,0.9090909090909091,0.009027739478783174,0.9513507268645547,0.9090909090909091,0.01790337068285391,0.9319749582897533,0.9090909090909091,0.006296969722660089,0.9564035914160989
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,80,25,0.92,0.01961532302782871,0.8813170111179351,0.92,0.03681401077108603,0.9423306560516358,0.92,0.0202885061618872,0.914555218219757
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,81,18,1.0,0.006571363931774006,0.9491664949390624,0.9444444444444444,0.014885308246694725,0.9791882932186127,0.9444444444444444,0.003757038812182145,0.9803597629070282
BayesMMRL_caltech101_16shot_seed1,BayesMMRL,caltech101,16,1,test,82,10,1.0,0.00018998528830707073,0.9964177787303925,1.0,1.4246301725506783e-05,0.9999290227890014,1.0,3.2974040368571875e-05,0.999499362707138
